5,58,90,1
5,59,105,2
1,7,135,2
2,20,390,2
1,7,70,1
2,19,75,1
1,13,60,1
2,20,200,2
1,16,100,1
1,7,70,1
1,16,110,1
1,16,60,1
2,54,90,2
2,20,68,1
2,9,115,2
1,7,75,1
1,13,60,1
2,20,129,2
1,13,130,2
1,13,95,2
2,3,75,1
1,17,175,2
1,34,190,2
1,16,49,1
2,20,212,2
2,24,95,1
1,13,140,2
2,3,135,2
1,17,150,2
1,35,190,2
2,5,124,2
1,13,135,2
2,46,122,1
2,9,109,1
2,3,85,1
1,7,145,2
2,9,195,2
1,34,250,2
1,21,125,1
2,54,575,2
2,9,150,2
1,22,70,1
2,19,90,1
2,20,65,1
2,20,500,2
2,31,250,2
2,10,125,2
2,12,200,2
1,21,229,2
5,60,90,2
2,9,110,2
1,21,59,1
1,13,195,2
1,13,169,2
2,5,113,2
2,3,250,2
3,57,115,2
1,21,55,1
1,13,69,1
2,24,150,2
1,11,169,2
